host_since,diff_host_since,first_review
2012-10-15,138.0,2013-03-02
2012-11-23,45.0,2013-01-07
2011-03-28,536.0,2012-09-14
2012-11-24,321.0,2013-10-11
2012-10-15,60.0,2012-12-14
2012-08-15,763.0,2014-09-17
2012-11-24,39.0,2013-01-02
2011-09-08,1075.0,2014-08-18
2012-08-17,367.0,2013-08-19
2012-10-17,68.0,2012-12-24
2010-12-24,610.0,2012-08-25
2012-11-25,37.0,2013-01-01
2012-09-09,135.0,2013-01-22
2012-10-09,2673.0,2020-02-03
2012-08-07,101.0,2012-11-16
2012-10-18,166.0,2013-04-02
2011-02-28,589.0,2012-10-09
2012-10-19,199.0,2013-05-06
2012-10-06,391.0,2013-11-01
2012-08-20,36.0,2012-09-25
2012-11-26,1270.0,2016-05-19
2012-11-26,217.0,2013-07-01
2012-09-24,38.0,2012-11-01
2012-10-19,4.0,2012-10-23
2012-08-20,140.0,2013-01-07
2012-10-22,75.0,2013-01-05
2011-10-14,430.0,2012-12-17
2012-11-26,921.0,2015-06-05
2012-05-19,301.0,2013-03-16
2012-08-20,30.0,2012-09-19
2012-08-20,275.0,2013-05-22
2012-09-30,376.0,2013-10-11
2012-10-23,76.0,2013-01-07
2012-11-27,38.0,2013-01-04
2012-11-05,57.0,2013-01-01
2012-08-05,51.0,2012-09-25
2012-11-28,13.0,2012-12-11
2011-09-23,467.0,2013-01-02
2012-11-28,14.0,2012-12-12
2012-05-03,234.0,2012-12-23
2012-10-23,800.0,2015-01-01
2012-08-21,24.0,2012-09-14
2012-08-23,399.0,2013-09-26
2012-10-18,23.0,2012-11-10
2012-10-24,5.0,2012-10-29
2010-06-22,1105.0,2013-07-01
2012-11-28,566.0,2014-06-17
2011-07-18,427.0,2012-09-17
2012-11-29,341.0,2013-11-05
2012-05-17,130.0,2012-09-24
2012-11-29,484.0,2014-03-28
2012-11-29,,
2011-07-25,734.0,2013-07-28
2012-10-24,159.0,2013-04-01
2011-09-10,604.0,2013-05-06
2012-07-02,419.0,2013-08-25
2012-05-29,113.0,2012-09-19
2012-03-08,236.0,2012-10-30
2012-08-25,656.0,2014-06-12
2012-08-25,20.0,2012-09-14
2012-08-13,83.0,2012-11-04
2012-10-25,426.0,2013-12-25
2011-09-11,476.0,2012-12-30
2012-12-01,34.0,2013-01-04
2012-08-26,39.0,2012-10-04
2010-05-19,1056.0,2013-04-09
2012-05-16,126.0,2012-09-19
2012-12-01,34.0,2013-01-04
2011-07-26,494.0,2012-12-01
2012-08-24,198.0,2013-03-10
2011-10-14,447.0,2013-01-03
2012-10-30,13.0,2012-11-12
2012-11-25,36.0,2012-12-31
2012-12-01,212.0,2013-07-01
2012-08-24,16.0,2012-09-09
2012-12-01,121.0,2013-04-01
2012-12-01,33.0,2013-01-03
2012-10-27,591.0,2014-06-10
2011-09-12,386.0,2012-10-02
2012-08-20,202.0,2013-03-10
2012-12-02,277.0,2013-09-05
2011-11-01,321.0,2012-09-17
2012-12-01,274.0,2013-09-01
2012-12-01,428.0,2014-02-02
2013-10-06,-153.0,2013-05-06
2012-10-08,134.0,2013-02-19
2012-10-16,741.0,2014-10-27
2012-09-03,38.0,2012-10-11
2012-08-25,80.0,2012-11-13
2011-01-06,1093.0,2014-01-03
2011-09-19,366.0,2012-09-19
2012-11-01,120.0,2013-03-01
2012-08-26,73.0,2012-11-07
2012-11-01,326.0,2013-09-23
2012-12-03,30.0,2013-01-02
2009-07-14,1886.0,2014-09-12
2011-09-30,388.0,2012-10-22
2012-11-09,61.0,2013-01-09
2012-12-03,180.0,2013-06-01
2012-11-01,31.0,2012-12-02
2012-09-02,31.0,2012-10-03
2012-11-02,130.0,2013-03-12
2012-10-31,,
2012-09-06,571.0,2014-03-31
2012-11-02,5.0,2012-11-07
2009-12-10,1119.0,2013-01-02
2009-12-13,1030.0,2012-10-08
2012-12-04,20.0,2012-12-24
2010-01-11,1299.0,2013-08-02
2012-05-23,339.0,2013-04-27
2012-11-02,48.0,2012-12-20
2012-09-11,112.0,2013-01-01
2012-03-18,248.0,2012-11-21
2012-12-04,38.0,2013-01-11
2012-12-05,29.0,2013-01-03
2012-09-10,1364.0,2016-06-05
2010-03-16,3048.0,2018-07-20
2012-11-04,1700.0,2017-07-01
2011-05-09,538.0,2012-10-28
2012-09-13,169.0,2013-03-01
2012-06-13,176.0,2012-12-06
2012-11-07,2153.0,2018-09-30
2012-01-31,338.0,2013-01-03
2012-11-21,44.0,2013-01-04
2012-10-15,535.0,2014-04-03
2011-11-15,3882.0,2022-07-02
2012-09-13,37.0,2012-10-20
2012-12-07,108.0,2013-03-25
2012-09-13,98.0,2012-12-20
2012-12-07,25.0,2013-01-01
2012-12-08,980.0,2015-08-15
2012-02-08,1567.0,2016-05-24
2012-11-07,427.0,2014-01-08
2011-12-22,1004.0,2014-09-21
2010-10-19,951.0,2013-05-27
2011-08-03,418.0,2012-09-24
2012-08-11,1069.0,2015-07-16
2012-12-08,19.0,2012-12-27
2012-09-14,25.0,2012-10-09
2012-11-08,51.0,2012-12-29
2012-09-15,6.0,2012-09-21
2012-11-08,30.0,2012-12-08
2012-07-05,805.0,2014-09-18
2012-12-10,78.0,2013-02-26
2012-09-15,78.0,2012-12-02
2012-07-19,1482.0,2016-08-09
2010-10-19,802.0,2012-12-29
2012-08-30,242.0,2013-04-29
2012-09-16,16.0,2012-10-02
2012-09-17,53.0,2012-11-09
2012-11-07,18.0,2012-11-25
2010-09-20,1840.0,2015-10-04
2010-12-24,1676.0,2015-07-27
2012-09-17,175.0,2013-03-11
2012-12-12,266.0,2013-09-04
2012-07-24,238.0,2013-03-19
2012-11-02,1987.0,2018-04-12
2012-02-21,223.0,2012-10-01
2012-04-27,252.0,2013-01-04
2012-12-12,21.0,2013-01-02
2012-12-12,265.0,2013-09-03
2012-12-12,79.0,2013-03-01
2012-09-19,1350.0,2016-05-31
2012-12-12,20.0,2013-01-01
2012-11-12,51.0,2013-01-02
2012-09-20,12.0,2012-10-02
2012-11-12,19.0,2012-12-01
2012-06-19,203.0,2013-01-08
2012-04-30,1260.0,2015-10-12
2010-09-20,1807.0,2015-09-01
2010-06-20,1238.0,2013-11-09
2012-11-10,63.0,2013-01-12
2011-12-15,384.0,2013-01-02
2012-09-21,41.0,2012-11-01
2012-11-13,52.0,2013-01-04
2012-07-05,469.0,2013-10-17
2012-11-25,1033.0,2015-09-24
2011-06-09,692.0,2013-05-01
2011-12-15,661.0,2013-10-06
2011-08-09,1000.0,2014-05-05
2012-12-16,872.0,2015-05-07
2011-08-10,621.0,2013-04-22
2012-09-24,237.0,2013-05-19
2012-11-14,342.0,2013-10-22
2012-12-16,141.0,2013-05-06
2012-08-06,211.0,2013-03-05
2012-09-20,31.0,2012-10-21
2012-10-27,332.0,2013-09-24
2012-10-19,246.0,2013-06-22
2012-09-24,38.0,2012-11-01
2012-09-25,84.0,2012-12-18
2012-11-14,205.0,2013-06-07
2012-11-09,24.0,2012-12-03
2012-12-17,14.0,2012-12-31
2012-12-17,71.0,2013-02-26
2012-09-19,1476.0,2016-10-04
2012-12-17,18.0,2013-01-04
2012-09-19,29.0,2012-10-18
2011-09-06,478.0,2012-12-27
2010-07-28,1699.0,2015-03-23
2011-08-21,1695.0,2016-04-11
2012-07-25,,
2012-12-10,714.0,2014-11-24
2012-11-25,157.0,2013-05-01
2010-06-15,1043.0,2013-04-23
2012-07-05,649.0,2014-04-15
2012-09-28,15.0,2012-10-13
2012-08-02,413.0,2013-09-19
2012-12-18,79.0,2013-03-07
2010-10-06,947.0,2013-05-10
2012-11-16,436.0,2014-01-26
2012-10-01,29.0,2012-10-30
2009-11-29,1115.0,2012-12-18
2012-05-02,220.0,2012-12-08
2012-12-19,470.0,2014-04-03
2012-07-05,667.0,2014-05-03
2012-09-17,2303.0,2019-01-07
2012-12-19,14.0,2013-01-02
2012-11-18,577.0,2014-06-18
2012-10-02,1286.0,2016-04-10
2012-10-02,2.0,2012-10-04
2012-11-18,714.0,2014-11-02
2012-11-18,21.0,2012-12-09
2012-11-18,913.0,2015-05-20
2012-08-14,609.0,2014-04-15
2012-10-04,20.0,2012-10-24
2012-12-20,192.0,2013-06-30
2012-12-20,143.0,2013-05-12
2012-11-09,98.0,2013-02-15
2013-04-03,28.0,2013-05-01
2013-02-11,140.0,2013-07-01
2012-12-21,272.0,2013-09-19
2013-04-03,1579.0,2017-07-30
2012-12-22,771.0,2015-02-01
2012-03-05,363.0,2013-03-03
2011-07-17,848.0,2013-11-11
2013-02-13,26.0,2013-03-11
2013-02-26,915.0,2015-08-30
2010-08-25,1110.0,2013-09-08
2011-05-26,586.0,2013-01-01
2011-06-13,687.0,2013-04-30
2012-12-24,87.0,2013-03-21
2013-02-12,354.0,2014-02-01
2012-01-12,483.0,2013-05-09
2012-01-25,462.0,2013-05-01
2012-03-12,370.0,2013-03-17
2012-06-05,1440.0,2016-05-15
2013-04-08,396.0,2014-05-09
2012-08-24,1957.0,2018-01-02
2013-04-08,27.0,2013-05-05
2013-02-16,52.0,2013-04-09
2013-02-13,34.0,2013-03-19
2012-06-19,1868.0,2017-07-31
2012-12-25,66.0,2013-03-01
2013-04-09,38.0,2013-05-17
2011-12-26,504.0,2013-05-13
2011-10-15,517.0,2013-03-15
2013-04-11,,
2013-04-11,22.0,2013-05-03
2012-06-18,258.0,2013-03-03
2012-12-27,6.0,2013-01-02
2013-01-14,112.0,2013-05-06
2012-12-29,41.0,2013-02-08
2012-11-23,1801.0,2017-10-29
2013-02-20,572.0,2014-09-15
2012-02-09,697.0,2014-01-06
2011-11-15,472.0,2013-03-01
2013-03-15,40.0,2013-04-24
2013-02-21,32.0,2013-03-25
2012-01-25,417.0,2013-03-17
2011-09-12,1355.0,2015-05-29
2013-01-01,185.0,2013-07-05
2011-06-26,1484.0,2015-07-19
2012-12-10,273.0,2013-09-09
2011-05-14,683.0,2013-03-27
2012-10-14,200.0,2013-05-02
2013-02-24,126.0,2013-06-30
2013-04-15,89.0,2013-07-13
2011-10-31,511.0,2013-03-25
2012-07-10,268.0,2013-04-04
2013-01-03,1045.0,2015-11-14
2012-08-29,265.0,2013-05-21
2013-02-24,125.0,2013-06-29
2013-04-16,138.0,2013-09-01
2012-02-23,1044.0,2015-01-02
2012-03-02,567.0,2013-09-20
2011-01-20,1991.0,2016-07-03
2013-01-05,,
2017-09-12,-1606.0,2013-04-20
2012-09-16,120.0,2013-01-14
2011-06-14,601.0,2013-02-04
2012-02-28,498.0,2013-07-10
2013-04-18,1108.0,2016-04-30
2013-01-07,70.0,2013-03-18
2013-01-15,122.0,2013-05-17
2012-07-11,652.0,2014-04-24
2012-05-03,334.0,2013-04-02
2013-04-20,793.0,2015-06-22
2013-04-20,22.0,2013-05-12
2013-03-03,33.0,2013-04-05
2011-03-10,761.0,2013-04-09
2012-10-28,399.0,2013-12-01
2012-06-10,2300.0,2018-09-27
2012-09-12,335.0,2013-08-13
2012-05-19,356.0,2013-05-10
2012-11-24,224.0,2013-07-06
2011-06-21,1437.0,2015-05-28
2012-08-06,250.0,2013-04-13
2011-12-29,509.0,2013-05-21
2013-01-19,,
2012-12-03,239.0,2013-07-30
2013-04-22,8.0,2013-04-30
2013-01-12,87.0,2013-04-09
2012-09-29,779.0,2014-11-17
2013-03-05,571.0,2014-09-27
2008-08-27,1769.0,2013-07-01
2013-03-05,180.0,2013-09-01
2011-01-27,822.0,2013-04-28
2013-01-14,58.0,2013-03-13
2013-04-23,21.0,2013-05-14
2013-01-14,70.0,2013-03-25
2013-01-14,800.0,2015-03-25
2013-03-06,49.0,2013-04-24
2012-09-10,357.0,2013-09-02
2013-03-07,76.0,2013-05-22
2012-11-29,79.0,2013-02-16
2013-01-15,524.0,2014-06-23
2011-08-25,640.0,2013-05-26
2013-01-16,,
2009-05-04,1414.0,2013-03-18
2012-02-02,474.0,2013-05-21
2013-03-08,19.0,2013-03-27
2013-04-26,12.0,2013-05-08
2011-07-17,818.0,2013-10-12
2010-05-20,1019.0,2013-03-04
2010-10-18,980.0,2013-06-24
2012-02-15,397.0,2013-03-18
2011-11-28,551.0,2013-06-01
2013-03-08,265.0,2013-11-28
2013-04-27,868.0,2015-09-12
2013-04-28,26.0,2013-05-24
2013-01-01,216.0,2013-08-05
2013-01-18,642.0,2014-10-22
2013-01-07,37.0,2013-02-13
2012-07-05,712.0,2014-06-17
2013-01-09,345.0,2013-12-20
2013-04-28,130.0,2013-09-05
2013-01-19,,
2011-05-03,908.0,2013-10-27
2013-04-15,31.0,2013-05-16
2012-05-01,334.0,2013-03-31
2012-10-29,,
2013-04-18,1171.0,2016-07-02
2012-03-15,417.0,2013-05-06
2011-11-17,,
2013-05-01,1545.0,2017-07-24
2013-03-11,19.0,2013-03-30
2013-03-07,1032.0,2016-01-03
2012-10-30,263.0,2013-07-20
2013-01-22,44.0,2013-03-07
2013-01-23,103.0,2013-05-06
2010-05-20,1687.0,2015-01-01
2013-01-23,27.0,2013-02-19
2011-07-18,,
2011-12-16,473.0,2013-04-02
2013-03-12,70.0,2013-05-21
2013-04-30,11.0,2013-05-11
2013-03-12,160.0,2013-08-19
2013-01-24,647.0,2014-11-02
2009-11-17,1272.0,2013-05-12
2013-01-24,1263.0,2016-07-10
2013-05-03,101.0,2013-08-12
2013-01-24,16.0,2013-02-09
2012-01-04,483.0,2013-05-01
2013-03-12,183.0,2013-09-11
2013-01-15,170.0,2013-07-04
2011-06-17,704.0,2013-05-21
2011-03-23,747.0,2013-04-08
2013-04-20,1870.0,2018-06-03
2012-10-28,277.0,2013-08-01
2013-01-25,188.0,2013-08-01
2013-05-04,1153.0,2016-06-30
2009-05-15,1873.0,2014-07-01
2013-01-31,81.0,2013-04-22
2013-03-14,53.0,2013-05-06
2013-03-13,71.0,2013-05-23
2014-05-05,-367.0,2013-05-03
2013-04-30,21.0,2013-05-21
2014-05-05,-19.0,2014-04-16
2013-02-01,177.0,2013-07-28
2011-01-20,894.0,2013-07-02
2013-02-02,48.0,2013-03-22
2014-05-05,461.0,2015-08-09
2018-05-14,-130.0,2018-01-04
2012-06-14,1066.0,2015-05-16
2012-07-04,290.0,2013-04-20
2013-03-15,1012.0,2015-12-22
2012-05-24,,
2012-03-10,562.0,2013-09-23
2013-02-03,194.0,2013-08-16
2011-12-05,556.0,2013-06-13
2013-03-14,54.0,2013-05-07
2010-10-03,995.0,2013-06-24
2012-08-24,243.0,2013-04-24
2011-09-24,535.0,2013-03-12
2013-05-07,34.0,2013-06-10
2011-05-13,918.0,2013-11-16
2013-02-05,42.0,2013-03-19
2013-03-18,197.0,2013-10-01
2010-12-28,1029.0,2013-10-22
2011-07-18,703.0,2013-06-20
2013-02-05,60.0,2013-04-06
2012-05-01,311.0,2013-03-08
2012-06-05,375.0,2013-06-15
2009-11-03,1244.0,2013-03-31
2013-03-21,40.0,2013-04-30
2013-05-08,12.0,2013-05-20
2012-10-17,201.0,2013-05-06
2013-02-05,104.0,2013-05-20
2013-05-09,101.0,2013-08-18
2012-12-10,165.0,2013-05-24
2014-02-10,-332.0,2013-03-15
2012-05-20,2016.0,2017-11-26
2013-03-21,52.0,2013-05-12
2013-04-29,622.0,2015-01-11
2013-02-08,167.0,2013-07-25
2012-11-15,,
2013-01-30,108.0,2013-05-18
2012-07-11,230.0,2013-02-26
2013-03-22,22.0,2013-04-13
2013-03-24,29.0,2013-04-22
2011-01-27,2111.0,2016-11-07
2012-04-22,479.0,2013-08-14
2013-03-26,40.0,2013-05-05
2013-05-20,73.0,2013-08-01
2013-05-11,16.0,2013-05-27
2013-05-20,42.0,2013-07-01
2011-07-25,716.0,2013-07-10
2013-03-26,19.0,2013-04-14
2013-03-27,250.0,2013-12-02
2013-03-27,59.0,2013-05-25
2013-05-22,294.0,2014-03-12
2013-04-17,170.0,2013-10-04
2013-05-22,14.0,2013-06-05
2013-03-27,471.0,2014-07-11
2013-03-27,54.0,2013-05-20
2013-03-02,1964.0,2018-07-18
2012-09-27,234.0,2013-05-19
2012-03-18,411.0,2013-05-03
2013-05-06,574.0,2014-12-01
2011-11-03,2684.0,2019-03-10
2012-08-12,253.0,2013-04-22
2012-05-13,600.0,2014-01-03
2013-05-13,136.0,2013-09-26
2012-10-03,345.0,2013-09-13
2013-03-31,11.0,2013-04-11
2013-05-14,691.0,2015-04-05
2011-11-03,629.0,2013-07-24
2013-05-14,23.0,2013-06-06
2013-04-01,3429.0,2022-08-21
2013-05-14,,
2013-03-13,141.0,2013-08-01
2013-05-26,10.0,2013-06-05
2013-05-15,31.0,2013-06-15
2013-05-26,588.0,2015-01-04
2011-05-24,866.0,2013-10-06
2013-05-15,,
2013-05-28,81.0,2013-08-17
2012-10-02,197.0,2013-04-17
2013-05-15,,
2011-10-31,534.0,2013-04-17
2013-05-17,66.0,2013-07-22
2013-05-29,487.0,2014-09-28
2012-06-05,797.0,2014-08-11
2012-06-19,299.0,2013-04-14
2011-01-22,947.0,2013-08-26
2012-05-10,810.0,2014-07-29
2013-04-01,98.0,2013-07-08
2013-05-23,1491.0,2017-06-22
2013-05-19,2338.0,2019-10-13
2013-05-29,16.0,2013-06-14
2013-03-21,466.0,2014-06-30
2012-03-30,2468.0,2019-01-01
2013-05-19,,
2012-01-20,718.0,2014-01-07
2013-04-22,1425.0,2017-03-17
2013-07-08,,
2012-04-01,525.0,2013-09-08
2013-08-19,34.0,2013-09-22
2012-10-04,1832.0,2017-10-10
2013-07-08,28.0,2013-08-05
2013-08-20,39.0,2013-09-28
2013-07-08,108.0,2013-10-24
2012-06-05,1304.0,2015-12-31
2012-05-24,478.0,2013-09-14
2013-05-31,31.0,2013-07-01
2013-06-01,435.0,2014-08-10
2013-01-20,1424.0,2016-12-14
2011-11-16,667.0,2013-09-13
2013-08-21,21.0,2013-09-11
2013-07-09,3316.0,2022-08-07
2013-04-12,70.0,2013-06-21
2013-07-28,88.0,2013-10-24
2012-09-12,354.0,2013-09-01
2013-07-09,312.0,2014-05-17
2013-08-22,242.0,2014-04-21
2011-11-03,595.0,2013-06-20
2013-07-26,207.0,2014-02-18
2013-06-05,87.0,2013-08-31
2013-06-05,1673.0,2018-01-03
2011-06-13,795.0,2013-08-16
2013-08-26,35.0,2013-09-30
2013-07-13,2128.0,2019-05-11
2011-07-31,1615.0,2016-01-01
2013-04-20,,
2013-08-27,,
2013-07-14,90.0,2013-10-12
2013-08-27,21.0,2013-09-17
2013-05-05,848.0,2015-08-31
2009-09-21,2095.0,2015-06-17
2012-08-24,381.0,2013-09-09
2013-06-07,772.0,2015-07-19
2013-08-19,696.0,2015-07-16
2013-06-09,10.0,2013-06-19
2013-08-19,17.0,2013-09-05
2013-03-21,104.0,2013-07-03
2013-07-15,210.0,2014-02-10
2012-12-04,664.0,2014-09-29
2012-03-06,529.0,2013-08-17
2011-05-20,1486.0,2015-06-14
2013-07-26,3026.0,2021-11-07
2011-12-26,673.0,2013-10-29
2013-07-15,187.0,2014-01-18
2013-08-29,26.0,2013-09-24
2011-12-19,640.0,2013-09-19
2013-06-11,993.0,2016-02-29
2013-06-11,50.0,2013-07-31
2013-08-31,14.0,2013-09-14
2013-06-12,80.0,2013-08-31
2013-04-25,2958.0,2021-05-31
2012-02-06,2840.0,2019-11-16
2013-07-17,80.0,2013-10-05
2013-08-31,56.0,2013-10-26
2012-08-01,410.0,2013-09-15
2013-07-18,1134.0,2016-08-25
2013-06-12,24.0,2013-07-06
2013-06-13,30.0,2013-07-13
2013-07-15,141.0,2013-12-03
2013-09-11,10.0,2013-09-21
2013-06-13,60.0,2013-08-12
2011-06-28,2375.0,2017-12-28
2013-09-03,3.0,2013-09-06
2013-07-17,240.0,2014-03-14
2013-07-18,24.0,2013-08-11
2013-07-17,293.0,2014-05-06
2013-06-13,529.0,2014-11-24
2012-04-28,1052.0,2015-03-16
2012-04-29,785.0,2014-06-23
2013-06-16,200.0,2014-01-02
2011-10-28,2759.0,2019-05-18
2011-07-18,1034.0,2014-05-17
2013-07-17,137.0,2013-12-01
2013-03-12,932.0,2015-09-30
2013-07-19,27.0,2013-08-15
2013-09-05,46.0,2013-10-21
2013-04-17,895.0,2015-09-29
2013-06-17,27.0,2013-07-14
2013-09-07,11.0,2013-09-18
2012-10-24,676.0,2014-08-31
2013-04-03,1542.0,2017-06-23
2013-09-07,24.0,2013-10-01
2012-11-12,427.0,2014-01-13
2013-07-20,3018.0,2021-10-24
2013-07-22,839.0,2015-11-08
2013-06-17,70.0,2013-08-26
2013-09-07,375.0,2014-09-17
2012-06-07,697.0,2014-05-05
2013-06-18,24.0,2013-07-12
2012-08-24,395.0,2013-09-23
2013-09-07,31.0,2013-10-08
2013-07-26,11.0,2013-08-06
2013-07-09,,
2013-06-20,39.0,2013-07-29
2012-04-05,1539.0,2016-06-22
2013-09-08,321.0,2014-07-26
2013-06-21,3321.0,2022-07-25
2013-07-27,1084.0,2016-07-15
2013-08-21,594.0,2015-04-07
2013-07-24,404.0,2014-09-01
2013-06-21,232.0,2014-02-08
2013-09-08,15.0,2013-09-23
2013-03-01,465.0,2014-06-09
2013-09-09,8.0,2013-09-17
2013-07-28,1011.0,2016-05-04
2013-06-23,1568.0,2017-10-08
2013-08-08,45.0,2013-09-22
2013-07-28,52.0,2013-09-18
2013-09-09,61.0,2013-11-09
2011-11-30,762.0,2013-12-31
2012-04-24,701.0,2014-03-26
2012-07-11,760.0,2014-08-10
2013-06-24,280.0,2014-03-31
2011-07-19,754.0,2013-08-11
2013-09-10,38.0,2013-10-18
2013-07-30,88.0,2013-10-26
2013-06-23,1050.0,2016-05-08
2012-09-13,374.0,2013-09-22
2013-06-24,99.0,2013-10-01
2013-09-11,34.0,2013-10-15
2013-03-13,121.0,2013-07-12
2013-07-22,46.0,2013-09-06
2012-09-13,369.0,2013-09-17
2013-06-03,61.0,2013-08-03
2013-03-21,180.0,2013-09-17
2013-03-12,662.0,2015-01-03
2013-07-30,13.0,2013-08-12
2013-01-25,244.0,2013-09-26
2013-07-31,1165.0,2016-10-08
2012-03-27,468.0,2013-07-08
2013-06-26,778.0,2015-08-13
2011-01-04,1002.0,2013-10-02
2012-07-09,846.0,2014-11-02
2013-06-25,83.0,2013-09-16
2017-12-11,-1071.0,2015-01-05
2013-07-31,1035.0,2016-05-31
2013-04-15,169.0,2013-10-01
2013-06-26,314.0,2014-05-06
2010-03-15,1283.0,2013-09-18
2012-11-12,973.0,2015-07-13
2011-09-12,746.0,2013-09-27
2012-04-30,482.0,2013-08-25
2013-06-26,10.0,2013-07-06
2013-04-02,414.0,2014-05-21
2013-06-28,707.0,2015-06-05
2013-08-02,42.0,2013-09-13
2013-08-02,1152.0,2016-09-27
2012-03-27,508.0,2013-08-17
2013-08-02,10.0,2013-08-12
2013-09-12,111.0,2014-01-01
2013-06-29,32.0,2013-07-31
2012-04-10,601.0,2013-12-02
2013-06-29,28.0,2013-07-27
2012-09-14,320.0,2013-07-31
2013-07-06,1886.0,2018-09-04
2013-09-13,54.0,2013-11-06
2013-07-02,74.0,2013-09-14
2010-07-21,1174.0,2013-10-07
2013-07-02,73.0,2013-09-13
2012-07-19,577.0,2014-02-16
2013-06-28,391.0,2014-07-24
2013-08-19,36.0,2013-09-24
2013-08-03,44.0,2013-09-16
2013-09-14,13.0,2013-09-27
2011-04-16,835.0,2013-07-29
2013-09-15,33.0,2013-10-18
2017-12-11,-1458.0,2013-12-14
2012-08-17,1100.0,2015-08-22
2013-05-04,105.0,2013-08-17
2017-12-11,-862.0,2015-08-02
2012-04-11,762.0,2014-05-13
2012-10-06,349.0,2013-09-20
2013-09-16,1918.0,2018-12-17
2013-07-15,64.0,2013-09-17
2013-03-12,,
2013-05-26,167.0,2013-11-09
2013-09-18,13.0,2013-10-01
2013-09-18,1137.0,2016-10-29
2013-08-05,351.0,2014-07-22
2013-08-06,29.0,2013-09-04
2013-09-18,1437.0,2017-08-25
2012-01-12,611.0,2013-09-14
2013-08-08,,
2010-05-13,1233.0,2013-09-27
2012-06-23,485.0,2013-10-21
2012-06-18,456.0,2013-09-17
2013-05-18,786.0,2015-07-13
2013-09-22,,
2013-06-20,39.0,2013-07-29
2013-08-22,45.0,2013-10-06
2013-06-26,76.0,2013-09-10
2013-08-09,46.0,2013-09-24
2013-03-28,194.0,2013-10-08
2011-10-31,657.0,2013-08-18
2011-06-06,1464.0,2015-06-09
2013-07-02,78.0,2013-09-18
2013-07-20,1064.0,2016-06-18
2013-07-02,42.0,2013-08-13
2013-01-16,219.0,2013-08-23
2013-09-23,250.0,2014-05-31
2013-08-11,43.0,2013-09-23
2013-08-11,26.0,2013-09-06
2013-08-12,977.0,2016-04-15
2011-07-19,819.0,2013-10-15
2013-08-13,508.0,2015-01-03
2013-07-05,58.0,2013-09-01
2013-07-05,79.0,2013-09-22
2013-09-24,2829.0,2021-06-23
2013-09-29,714.0,2015-09-13
2011-09-23,713.0,2013-09-05
2012-05-09,525.0,2013-10-16
2013-08-14,358.0,2014-08-07
2013-08-15,92.0,2013-11-15
2013-07-01,190.0,2014-01-07
2013-07-09,123.0,2013-11-09
2010-06-27,1212.0,2013-10-21
2013-09-18,32.0,2013-10-20
2013-07-08,308.0,2014-05-12
2013-08-15,38.0,2013-09-22
2013-09-25,206.0,2014-04-19
2013-02-05,213.0,2013-09-06
2012-02-15,941.0,2014-09-13
2013-09-25,240.0,2014-05-23
2013-09-22,171.0,2014-03-12
2013-09-19,1923.0,2018-12-25
2012-03-02,,
2013-11-05,581.0,2015-06-09
2013-09-25,102.0,2014-01-05
2013-09-26,235.0,2014-05-19
2011-10-16,808.0,2014-01-01
2013-07-15,224.0,2014-02-24
2013-10-01,216.0,2014-05-05
2009-10-24,1513.0,2013-12-15
2013-10-02,9.0,2013-10-11
2013-11-06,293.0,2014-08-26
2013-09-27,770.0,2015-11-06
2013-10-19,,
2012-07-18,867.0,2014-12-02
2013-07-15,337.0,2014-06-17
2010-08-28,1134.0,2013-10-05
2013-10-03,19.0,2013-10-22
2013-11-07,2118.0,2019-08-26
2013-11-07,61.0,2014-01-07
2012-05-31,517.0,2013-10-30
2012-08-04,1588.0,2016-12-09
2013-10-03,456.0,2015-01-02
2013-09-28,344.0,2014-09-07
2012-12-27,978.0,2015-09-01
2012-05-09,602.0,2014-01-01
2011-04-02,1122.0,2014-04-28
2012-06-22,1504.0,2016-08-04
2013-08-24,68.0,2013-10-31
2013-06-08,205.0,2013-12-30
2013-12-01,31.0,2014-01-01
2013-11-09,56.0,2014-01-04
2010-12-23,1258.0,2014-06-03
2013-07-01,,
2013-12-01,124.0,2014-04-04
2013-10-05,3228.0,2022-08-07
2013-11-10,58.0,2014-01-07
2013-08-07,1360.0,2017-04-28
2013-10-29,28.0,2013-11-26
2013-10-04,12.0,2013-10-16
2013-09-23,23.0,2013-10-16
2012-05-29,687.0,2014-04-16
2010-04-06,1506.0,2014-05-21
2013-11-11,33.0,2013-12-14
2013-12-02,31.0,2014-01-02
2011-09-30,796.0,2013-12-04
2010-07-19,2517.0,2017-06-09
2013-12-02,751.0,2015-12-23
2013-10-06,66.0,2013-12-11
2013-11-12,52.0,2014-01-03
2013-12-02,,
2013-03-23,235.0,2013-11-13
2013-08-17,,
2010-04-19,1322.0,2013-12-01
2010-08-08,1243.0,2014-01-02
2013-10-07,8.0,2013-10-15
2013-12-03,26.0,2013-12-29
2013-11-11,20.0,2013-12-01
2012-01-01,776.0,2014-02-15
2012-06-27,1222.0,2015-11-01
2012-12-03,533.0,2014-05-20
2013-04-04,,
2013-07-09,957.0,2016-02-21
2013-11-13,20.0,2013-12-03
2013-11-13,815.0,2016-02-06
2013-12-03,,
2013-06-10,210.0,2014-01-06
2012-12-09,389.0,2014-01-02
2012-10-26,427.0,2013-12-27
2013-11-25,1032.0,2016-09-22
2013-01-04,2425.0,2019-08-26
2013-10-15,356.0,2014-10-06
